ID,Description,Entry_ID,Anthropology_Note,Grammar_Note,Scientific_Name,Sociolinguistics_Note
SN002434,"commit an error or make a mistake when carrying out an action or task, especially a prolonged, goal-oriented task such as weaving, fixing a motor, or doing homework, but also said of briefer actions such as using a name or a word incorrectly",LX001779,,"This sense must bear momentary perfective aspect, <-rɨɨ>, and it cannot take an NP complement, but it may take a nominalized irrealis complement clause",,
SN002435,"attempt unsuccessfully, try but fail to do something",LX001779,,"This sense cannot bear momentary perfective aspect, <-rɨɨ>, and it cannot take an NP complement, but it may take a nominalized irrealis complement clause",,
SN002436,not know how to perform some action or task,LX001779,,"This sense cannot bear momentary perfective aspect, <-rɨɨ>, and it cannot take an NP complement, but it may take a nominalized irrealis complement clause",,
SN002437,"cause to err, cause a person to make a mistake while they are carrying out a task, typically by interrupting them and breaking their concentration, or by distracting them",LX001780,,,,
SN002438,"disable, injure, speaking of a game animal, such that it cannot escape",LX001780,,,,
SN002439,"stun, specifically in the context of a fight, stun or knock out an opponent, e.g., with a strong below, or break their fighting spirit so that they no longer have the ability or the courage to continue fighting",LX001780,,,,
SN002440,"render speechless, silence a person, typically in the context of an argument, by saying something that leaves them humiliated or incapable of responding effectively",LX001780,,,,
SN002441,"‘malva’, species of bush that reaches 1-2m in height, with somewhat rounded leaves that are used medicinally to treat ‘interior fevers’ and ‘high pressure’ in the head. The leaves may be crushed in water, or sometimes in urine, and the resulting liquid drunk; or the pulped leaves may be used as a poultice, either on the head or, in the case of babies, on the sides of the body",LX001781,,,Malachra alceifolia,
SN002442,"‘trompetero’ or Gray-winged Trumpeter, species of largely terrestrial interior forest bird that reaches some 50cm in height, with a long neck, long legs, and a hunched, somewhat heron-like posture. Often encountered in small groups, they are prized as pets, as well as game. According to Iquito oral tradition, these birds mob jaguars when threatened, and drive them off with a flurry of blows from their beaks and limbs",maasa,,,Psophia crepitans,
SN002443,"plant that grows up to 1.5m as a slender stalk without any branches or leaves until the very top, where it opens up into an umbrella-shaped canopy of leaves. The plant is used medicinally, to help children walk at an earlier age, by heating the leaves near the fire and rubbing them on the child’s knees. The bare stalks are said to resemble the legs of the <[maasa](maasa)> (‘trompetero’), from which comes the plant’s name",LX001782,,,Abuta sp,
SN002444,"the Mazán River, a tributary of the lower Napo River at the extreme north of traditional (19th century) Iquito territory, whose upper reaches were formerly inhabited by an Iquito subgroup called the <[Maasikuuri](Maasikuuri)>",LX001783,,,,
SN002445,variety of <[mɨɨ́mɨɨti](LX001886)> (‘chacruna’) used in the preparation of <[aákuta](LX000465)> (‘ayahuasca’); this variety causes those who take the drug to hear humming sounds reminiscent of the call of <[maasa](maasa)> (‘trompetero’) birds,maasaati,,,Psychotria viridis var,
SN002446,"‘llica’, type of hand net traditionally used for fishing, primarily in conjunction with <[nuúruu](LX002376)> (‘barbasco’), when large numbers of fish float stunned to the surface of the water due to the effects of the ‘barbasco’, and can be easily scooped up. The net is bag-like in shape, and made of <[kanuu](kanuu)> (‘chambira’ fiber) cord, with a mouth some 20-30cm in diameter, and a depth of some 30-40cm; a single stiff piece of <[maasi ánaaja](LX001785)> liana is bent so as to form both a handle and a rim to which the net can be attached",maasi,,,,
SN002447,"the wooden part of a <[maasi](maasi)> hand net, consisting of the rim and handle, typically made of a length of stiff liana bent in the appropriate shape",LX001784,,,,
SN002448,"‘paujil chaqui’, liana species",LX001785,,,,
SN002449,for a long time,maasia,,,,
SN002450,"many locations or many places, said of e.g., going to many places, or placing objects in many places",LX001786,,,,
SN002451,"a large quantity or number of entities, denoted by a count noun",LX001787,,"Despite the intrinsically plural meaning of this root, it typically bears general number agreement, <-na>, and it never bears inanimate plural agreement, <-mi>; it can bear animate plural agreement, <-pɨ>, but generally only does so for human referents. When used with a mass noun, this quantifier has a unitizing effect, coercing a count interpretation",,
SN002452,"Iquito subgroup that formerly lived on the Mazán river, constituting a subgroup of the larger <[Maájanakáani](LX001746)> group that spanned the Chambira, Mazán, and Momón River basins. The last contact between the Iquitos of the Pintuyacu River basin and those of the Mazán River basin occured in the early 20th century when a man from that region, <[Nɨɨ́sijaanu](LX002339)>, fled to the Pintuyacu River basin",Maasikuuri,,,,
SN002453,"capture something with a <[maasi](maasi)> hand net, typically in the context of the use of <[nuúruu](LX002376)> (‘barbasco’), which causes fish to float stunned to the surface water",LX001788,,,,
SN002454,"‘tanrilla’ or Sunbittern, bird species, rare in Iquito territory, that reaches about 48cm in length and has the basic body shape of water bird. Generally mottled brown in color, it has a long, sharp, yellow beak and white stripes above and below its eye, which is dark in color. It is most notable for the ornate pattern on the upper surface of its wings that is visible when it flies",maasiisi,,,Eurypyga helias,
SN002455,type of evil spirit that manifests as an articulated skeleton consisting solely of bones and is said to take the spirits of those it encounters,LX001789,,,,
SN002456,"‘poroto tunchi’ or Pavonine Cuckoo, bird species that reaches some 40cm in length, with a long tail and crest, grayish-brown on the back and wings, rufous stippling on the neck and chest, and a white belly and vent. More often heard than seen, its high piping call is said to be like the sounds made by <[nawɨyini](LX002143)> (ghosts, spirits)",LX001790,"According to Iquito oral tradition, its song is the result of having been the object of love magic (<[kwaakɨ́ɨna](LX001637)>) performed by the <[aaka páatu](LX000425)> (‘sachapato’)",,Dromococcyx phasianellus,
SN002457,"Pavonine Cuckoo, bird species",LX001791,,,,
SN002458,masher,LX001792,,,,
SN002459,"Bottle Gourd Plant, creeper species;",LX001793,,,,
SN002460,"species of locust that formerly descended in large numbers to eat produce in ‘chacras’, although elders report that they have not been seen in Iquito territory in decades. It is said that the <[kukwaaja](kukwaaja)> frog sings its song in order to scare this insect away from its corn crop, and the ponds in which these frogs are found are understood, in perspectivalist fashion, to be the corn fields that they are guarding",LX001794,,,Schistocerca sp,
SN002461,"Matamata, species of aquatic turtle found in lakes and slow-moving river waters that reaches some 30cm in length. It has a distinctively lumpy, but not particularly domed, carapace, a long, flattened, wide neck, and a triangular head tipped with a somewhat slender snout, and is considered edible",LX001795,,,Chelus fimbriatus,
SN002462,"‘bajial’, a low-lying area of the forest that inundates in the wet season, becoming a <[ikwaana](ikwaana)> (‘tahuampa’)",maati,,,,
SN002463,"‘marupá’, species of tree that grows mainly in inundating areas, reaching some 1.25m in diameter. It is valued for its durable white wood, which is made into planks; its fruits are believed to be poisonous to humans, and it is believed that flesh of animals that eat the fruits are poisonous to dogs but not humans. It is also said that <[kuni pakɨti](LX001535)> (‘chicharra machacuy’), Lantern-Headed Bugs, which are likewise feared for being venomous, are frequently found on this tree",LX001796,,,Simarouba amara,
SN002464,"move something from a lower to a higher location, e.g., from a riverside port to a house up on the bank, from the ground to an elevated floor, or from the floor to a shelf",LX001797,,,,
SN002465,"child, of any age, who is offspring of the possessor",maaya,,Poss.pref. in this sense,,
SN002466,"a young child, generally of fewer than 9 or 10 years",maaya,,,,
SN002467,"child, vocative term; term used to directly address one’s own offspring",LX001798,,Referential counterpart: <maaya>,,
SN002468,womb; uterus,LX001799,,,,
SN002469,"species of medicinal plant traditionally used to speed up the process of children learning to walk; the leaves of the plant were chewed and the fluid was dribbled into the child’s mouth, to be swallowed, while the remaining pulp was rubbed over the surface of the child’s body",LX001800,,,,
SN002470,"reject food offered one impolitely or angrily; typically said of children, but also true of some adult men; Iquitos report that this behavior is indicative of a personality trait that leads them to reject most food offered them in this manner",LX001801,,,,
SN002471,"small child; term used to refer to children who are old enough to walk but who still cry easily, i.e., between 1-4 years old, approximately",maayaarika,,,,
SN002472,"in childhood, in the early period of life characterized by a child being dependent on their mother",maayaarika,,"This noun has the syntactic distributional property of a locative noun, in that it appears in clauses without being licensed by a postposition; it does not, however, take locative suffixes. Poss.pref. in this sense",,
SN002473,dance,LX001802,,,,
SN002474,"joke around, be playful",LX001802,,,,
SN002475,festivity or party,LX001803,,,,
SN002476,a dance or style of dance,LX001803,,,,
SN002477,play,LX001804,,"An optional object denotes the object played with, e.g., <piirúuta> ‘ball’",,
SN002478,"play a trick on someone, joke with someone by deceiving them or deliberately lying to them",LX001805,,,,
SN002479,play with,LX001805,,,,
SN002480,"Black Hawk-Eagle, a species of large raptor encountered in the forest and near forest edges, that reaches 65cm in height. It is generally black, except for its belly and vent, which have fine pale horizontal stripes, and its tail and the underside of its wings, which have broader pale bands",LX001806,"According to Iquito oral tradition, this eagle was once an old woman who had never succeeded in raising her own children past childhood, and who would lure away and play with other people’s children, over the years eventually transforming into this raptor. It was therefore believed that this eagle was an evil spirit who would take the souls of children if it could, so when it was sighted, or more commonly, when its call was heard, adults would mark the tips of the noses of any nearby children with charcoal, which was believed to protect their spirits from this threat",,Spizaetus tyrannus,
SN002481,"person whose children repeatedly fail to survive into childhood, typically due to neglect, such that he or she is childless at an age when most people have several children",LX001807,,,,
SN002482,manioc plant,LX001808,,,,
SN002483,"‘cascabel’, snake species",LX001809,,,,
SN002484,"tightly clustered together in a group, speaking of large numbers of small, roughly circular or spherical objects, especially leaves that are tightly clustered together, e.g., those of <[mírii](LX001820)> (‘sirena shimbillo’), bunches of small fruit that are clustered together, e.g., those of <[namii](namii)> (‘vino huayo’), or a heap of small fish that results from the use of <[nuúruu](LX002376)> (‘barbasco’) in a creek",minana,,,,
SN002485,"tightly woven, speaking of, e.g., a hammock, a piece of fabric, or an <[iitaari](iitaari)> (‘crisneja’, panel of thatch)",minana,,,,
SN002486,"pineapple, a traditional Iquito cultigen",minati,,,Ananas comosus,
SN002487,crown of pineapple fruit,LX001810,,,,
SN002488,"pineapple heart, the relatively tough core running through the center of pineapple fruits",LX001811,,,,
SN002489,pineapple plot or garden,minatikajina,,,,
SN002490,"shake something, e.g., to shake something so that something on its surface or attached to it is shaken off, or to attract attention from a distance",LX001812,,,,
SN002491,"shake off one’s body; shake one’s body to rid it of something clinging to its surface, such as dust or water",LX001813,,,,
SN002492,"oscillate rapidly, e.g., a thin branch in the current of a swift river, or a leaf from the frond of an ‘aguaje’ palm that is facing edge on into a breeze",LX001814,,,,
SN002493,"squeeze out with pressing (but not wringing) force, e.g., squeeze out juice from sugarcane by using a ‘moledor’, which presses sugarcane flat, or squeeze juice from the cut half of a citrus fruit by applying a symmetrical squeezing force at opposite sided of the circumference, towards the center; both liquids and solids may be squeezed out in this fashion, e.g., the seed from a fruit, or a bot-fly larva (<[tuútuuja](LX003434)>) from the flesh of an animal or person",LX001815,,The object of the verb denotes or indexes the substance or object that is squeezed out,,
SN002494,"strain to squeeze object out of body, typically used in reference to defecating when constipated or in giving birth",LX001815,,The object of the verb is the substance or entity squeezed out of the body,,
SN002495,"a thin gruel, typically made with rice or grated green plaintain",LX001816,,,,
SN002496,"‘mishquipanga’, plant species",LX001817,,,,
SN002497,"‘mishquipanga’, a cultigen with a fleshy stalk that reaches up to 1.5m in height, and from which multiple, long, broad leaves emerge. Near its base, it produces spears to which are attached multiple olive-shaped fruits that turn purplish-red when ripe. The fruits are edible: first they are husked, and then the seeds, which have a flavor reminiscent of cardamom, are removed; the fruits are then cooked as <[ijiika](ijiika)> (‘patarashca’), resulting in a stringy and somewhat glutinous pinkish-orange mass with a flavor strongly reminiscent of smoked salmon. The husks of the fruit are used to produce a purple dye, which is used to color <[kanuu](kanuu)> (‘chambira’ palm fiber)",LX001818,,,Renealmia alpina,
SN002498,"squeeze between ones finger and thumb, whether lightly, e.g., when pinching a friend, or sufficiently to deform the object, e.g., when squashing a ripe plantain between one’s fingers, or squeezing a fruit to force out a seed",LX001819,,"A locative postposition (<=jina>) on the object indicates that it is not significantly deformed by the squeezing action (e.g., when someone is pinched), while absence of this postposition indicates significant deformation of, or damage to the object (e.g., when one kills an insect between one’s thumb and finger)",,
SN002499,"‘sirena shimbillo’, species of ‘shimbillo’-type tree that grows on river banks, its trunk reaching some 1m in diameter and having relatively hard wood for trees of this type; its fruits, of typical ‘shimbillo’ form, reach some 10cm in length, but are not considered edible; the liquid resulting from cooking its bark is used to treat hepatitis",LX001820,,,Inga sp,
SN002500,"‘Quebrada de Castilla’, a creek downriver of the community of San Antonio, which formerly drained into the Pintuyacu a short distance downriver of the ‘sacarita de Castilla’, but due to the erosive action of the river, now emerges in the ‘sacarita’ itself. The name of the creek comes from the fact that its mouth is surrounded by a large number of <[mírii](LX001820)> (<sirena shimbillo>) trees. The headwaters of the creek are a <[nɨɨsikajina](LX002342)> (‘aguajal’, palm swamp) several kilometers inland",LX001821,,,,
SN002501,"‘lupuna’, species of tree that reaches up to 40m in height and has a trunk that can exceed 2m in diameter; considered the largest tree species in the region, it grows principally in areas with clayey soils, and its relatively soft wood is used to make plywood; also traditionally called <aasi niaatíija> (lit. ‘rain mother’) as it was believed that beating the trunk of this tree would bring rain",LX001822,,,Ceiba sp,
SN002502,"affectionate nickname given by the former ‘curaca’ Shinchija to one of his grandsons, who died young",LX001823,,,,
SN002503,"‘caña brava’, species of wild cane that grows on the banks of relatively fast-flowing rivers (and therefore is quite rare in much of Iquito territory). In other parts of Peruvian Amazonia the stalks of this cane are commonly used to construct temporary shelters, and also as material for walls when nothing better is available, but Iquitos make only limited use of it in these ways",LX001824,,,Gynerium sagittatum,
SN002504,"‘isana’, the long and light, but quite rigid and strong, flowering stalk that emerges from the top of ‘caña brava’ plants; this stalk is used throughout most of Amazonia to make arrows and light fishing spears",LX001824,,,,
SN002505,"‘sábalo grande’, fish species similar to the smaller <[aaka íyuuri](LX000422)> or ‘true’ ‘sábalo’, which reaches 50cm in length and lacks the dark markings of the smaller species. It is not found in the Pintuyacu River basin, but inhabits larger rivers, such as the Nanay, where it is often found in large schools",LX001825,,,Brycon melanopterus,
SN002506,Owl Monkey,LX001826,,,,
SN002507,‘chacra’ or garden consisting principally of pineapples,miinajina,,,,
SN002508,pineapples (plural),miinari,,,,
SN002509,custom or habit,LX001827,,Poss.pref,,
SN002510,"something that is a person’s fault or responsibility, an act for which that person is culpable",LX001827,,Poss.pref,,
SN002511,"have, possess; have an object in one’s control or possession",LX001828,,"When used in this sense, the possessor is denoted or indexed by the subject of the verb, and the possessum, by the object",,
SN002512,have an illness or disease,LX001828,,"When used in this sense, the illness is denoted or indexed the subject of the verb, and the person suffering from the illness, by the object",,
SN002513,be a particular age; be a certain number of temporal units old,LX001828,,"The subject of the verb denotes or indexes the entity of which the indicated age is being predicated, while the object is an NP indicating the number of temporal units",,
SN002514,"make, fabricate, construct, build, or create something, e.g., a canoe or garden",LX001829,,,,
SN002515,do,LX001829,,,,
SN002516,happen; for something to happen to someone,LX001830,,"The subject denotes or indexes an eventuality, while the object the person to whom the eventuality happened",,"The meaning conveyed by this sense of <[míini](LX001830)>, which could conceivably be an extension of either its ‘do’ or ‘have’ senses, (speakers’ free translations suggest the latter), are also expressed by <[aarɨ́ɨni](LX000520)> ‘pass’; the latter is likely a calque from Sp. ‘pasar’ ‘happen’"
SN002517,"‘curuhuara de banda negra’, species of fish reminiscent of a large piranha in shape. It reaches about 25cm in length, but with a very thick body 8-10cm in width; it has a distinctive back stripe in its middle, running vertically from its back to its belly; and it lives in large rivers and lakes, feeding on fruits that fall in the river, such as those of the <[asinaja](asinaja)> (‘puma panga’) plant",LX001831,,,Myleus schomburgkii,
SN002518,"‘minga’, a type of collaborative work party found in similar form throughout much of Peruvian Amazonia; in modern Iquito society ‘mingas’ are organized by a given household to obtain labor for a task that involves a large number of person-hours of work; most commonly, ‘mingas’ are dedicated to agricultural tasks such as clearing a new garden, subsequently planting one, or weeding an already planted one, but ‘mingas’ are also organized for the raising of house frames or for the weaving of thatch for a roof, among other things; the host household issues invitations to specific individuals and households, who typically assemble at the host household to eat food and drink considerable quantities of manioc beer prepared for the occasion, after which the group moves to the location where the work needs to be carried out, continuing to drink manioc beer while working; a halt to the work is typically called in the mid- to late afternoon, after which the group returns to host household to finish of the manioc beer, typically continuing the festivities into the evening; hosts of a given ‘minga’ are expected to accept invitations to subsequent mingas hosted by guests of that ‘minga’, ideally resulting in a web of reciprocal collaborative work party relationships; there is good evidence that collaborative work parties were also found in traditional Iquito society, but the obligation that hosts of a work party provide food and drink, which is the distinctive feature of ‘mingas’ as such, appears to have been adopted by Iquitos in the early 20th century, probably inspired by contact with mestizo society",LX001832,,,,
SN002519,"molasses, an important product of commercial sugar cane farming, adoped by ‘patrones’ in the San Antonio after the decline of profitability of rubber-tapping in 1920s",LX001833,,,,
SN002520,"variety of <[sakújaaja](LX002699)> (‘piripiri’), a medicinal plant, that is used in a rite to make manioc plants grow large tubers more quickly; the small tubers of this plant were grated and mixed with <[ikaja](ikaja)> (‘cocona’) and manioc beer, and poured over manioc cuttings prior to their being planted; the women who carried out the rite also drank this mixture, which reportedly led them to see the ‘mother’ of the manioc plant in the form of a small snake. This variety of ‘piripiri’ has a thicker stalk than most varieties, and has more branches in its crown",LX001834,,,Cyperus sp,
SN002521,"‘piripiri’, for manioc growth",LX001835,,,,
SN002522,"work, labor, or activity that one habitually performs",LX001836,,,,
SN002523,shamanic power or ability,LX001836,,,,
SN002524,"belonging or possession, something owned be person or group of people",LX001836,,,,
SN002525,domestic cat,LX001837,,,,
SN002526,"‘mishi uyiyu’, variety of red, slender, and pointed and very spicy hot pepper, some 2-3cm in length; its name stems from its perceived similarity to a cat’s penis",LX001838,,,Capsicum sp,
SN002527,"‘casho’, ‘marañon’, or cashew, a cultivated fruit tree with edible fruits of the same name that grows well both in sandy soils (<[jɨ́ɨka](LX001167)>) and in clayey soils (<tipaaka>). The wood of this tree is soft, and is at most used as firewood after the tree dies. Iquitos eat the fruit, but they discard the nut, since the layer underneath the shell and covering the nut proper causes the mouth to itch unpleasantly",miiti,,,Anacardium occidentale,"Some speakers indicate that this name only denotes a wild variety that has fruits very similar to the cultivated variety, giving the cultivated variety the name <[maraniuu](maraniuu)>; other speakers, on the other hand, insist that <[miiti](miiti)> is the Iquito name for both varieties"
SN002528,give,LX001839,,Either the theme or recipient argument can be omitted when recoverable from context,,
SN002529,"‘huanchaca blanca’ or Magpie Tanager, large tanager that measures over 25cm in length, with a black head, chest, and nape, as well mostly black wings and tail; its belly, vent, shoulders, back and rump are sharply contrasting white",LX001840,,,Cissopis leveriana,
SN002530,"live well-established in a place, with a well-maintained house and productive gardens",LX001841,,,,
SN002531,"be a powerful and influential head of a household, in the sense of commanding respect within the household and also with surrounding neighbors; being able to mobilize a significant amount of labor to make and maintain large gardens; and hosting large gatherings and parties on the basis of this abundance",LX001841,,,,
SN002532,"occupy a hammock, whether sitting or lying",LX001842,,,,
SN002533,"be completely or thoroughly cooked, regardless of cooking method",LX001843,,,,
SN002534,"a person (typically, but not necessarily, a man), who is respected for their exemplary behavior, and the maintenance of their household, e.g., in maintaining ample ‘chacras’ and a home well-stocked in food and other essentials, and who is consequently sought after for advice and for leadership roles",LX001844,,,,
SN002535,"‘rifari de altura’, tree species with straight trunk, reaching a diameter of 1m, and valued for its timber; it grows in relatively elevated areas, away from watercourses",LX001845,,,Miconia sp,
SN002536,alternate repeatedly between cloudy and sunny during a given day,LX001846,,,,
SN002537,"blacken, become black, e.g., by painting oneself with a black pigment, such as <[aamina](aamina)> (‘huito’)",LX001847,,,,
SN002538,"ripen, of fruits that turn dark when ripe, e.g., <[ipɨɨti](LX000707)> (‘ungurahui’) palm fruits",LX001847,,,,
SN002539,"be overcast, speaking of the weather",LX001848,,,,
SN002540,"be dark and indistinct, speaking of an entity that cannot be seen clearly, due to, e.g., low light conditions, or being underwater",LX001848,,,,
SN002541,children (plural),LX001849,,Poss.pref,,
SN002542,"children, speaking specficially of young children, generally of fewer than 9 or 10 years",LX001850,,,,"This form, which is historically a diminutive, must be used if no possessor is indicated for the children in question"
SN002543,"‘huanchaca azul’ or Blue-Gray Tanager, a bird species that reaches some 18cm in length. It is mostly bluish-gray, with noticeable white shoulders and wing stripes, and more markedly blue wing and tail tips, and it is deemed beautiful by many elderly Iquito speakers. This species is frequently seen at forest edges near communities, often traveling together in flocks of 8 to 12 birds",LX001851,,,Thraupis episcopus,
SN002544,"become pregnant, speaking of female humans and animals",LX001852,,,,"speakers split on the meaning of this verb, with JPI strongly favoring the ‘become pregnant’ sense, and ELY strongly favoring the ‘engender’ sense; note, however, that there at least one textual instance of JPI employing the ‘engender’ sense"
SN002545,"procreate, engender, or have a child (i.e., go from not having a child to having a child) speaking of both males and females, and both humans and animals",LX001852,,,,
SN002546,impregnate,LX001853,,,,
SN002547,"species of ‘cunchi’-type fish that lives in creeks and rivers, and reaches some 10cm in length; black, with a slightly paler, dark brown head, this fish has spurs by its pectoral fins that are considered venomous and are capable of producing painful injuries",LX001854,,,,
SN002548,"remove a thorn, spine, or similar object from someone’s or one’s own flesh",LX001855,,,,
SN002549,strip leaves from plant,LX001856,,,,
SN002550,"‘langosta’, species of caterpillar some 4cm in length, with longitudinal green and white stripes, considered a serious pest; one they invade a garden, they consume the leaves of all the plants, and they tend to attack gardens when manioc plants are not yet mature. It is believed that they emerge from eggs attached to the underside of <[aámɨɨka](LX000479)> (‘airambo’) plants",LX001857,,,,
SN002551,"‘taricaya’ or Yellow-spotted River Turtle, species of large aquatic turtle that previously was numerous in the San Antonio area but is now found mainly in distant lakes and far up the Pintuyacu and Chambira Rivers. Its eggs, laid in beaches during the dry season, are much prized as food, and the combination of subsistence gathering plus commercial harvesting of these eggs, as well as hunting of the turtles themselves, led to their significant decline over the course of the 20th century",LX001858,,,Podocnemis unifilis,
SN002552,"‘motelo rumo’, manioc variety with a short stalk and many branches that produces long, thick tubers with white flesh and purplish skin. It is ready to harvest in a year, but may be harvested as late as 18 months after planting without the tubers suffering; it is also valued for making fariña, because the tubers have relatively few inedible fibers in them",LX001859,,,,
SN002553,"‘taricaya’, turtle species (plural)",LX001860,,,,
SN002554,"‘cotolo’-type catfish that reaches about 10cm in length, with a cylindrical body 1.5-2cm in diameter and small mouth feelers. Dark brown with some yellowish mottling, its skin is slimy and it has few perceptible bones, which makes it prized for cooking in <[ijiika](ijiika)> (‘patarashca’)",LX001861,,,,
SN002555,lose one’s head hair,LX001862,,,,
SN002556,"lose leaves, typically speaking of trees at a change of season",LX001862,,,,
SN002557,"‘caña brava’, plant species",LX001863,,,,
SN002558,"‘isana’, ‘caña brava’ flower stalk",LX001863,,,,
SN002559,"Cinereous Tinamou, bird species",LX001864,,,,
SN002560,"Ruddy Ground-Dove, species of small dove, reaching some 18cm in length. It is reddish-brown in color, except for its head, which is somewhat more gray, and its bright red-orange legs. The species is often encountered in small groups feeding on fallen fruits",LX001865,,,Columbina talpacoti,
SN002561,general term for any introduced hat or traditional headdress,LX001866,,,,
SN002562,put on hat or headdress,LX001867,,,,
SN002563,"general term for wild cats, including jaguars (<[ikíiku](LX000611)>), pumas (<[nakiráaru](LX002025)>), the smaller spotted cats (<[kuuja](kuuja)>), such as ocelots, and the jaguarundi (<[muuti mɨyaara](LX001988)>)",LX001868,,,,
SN002564,domesticated dog,LX001868,,,Canis familiaris,
SN002565,"grips placed towards each end of a spear (<[juwáana](LX001212)>); made from <[tasiina](tasiina_2)> (‘sinamillo’ fiber), these grips were carefully woven with detailed, intricate patterns",LX001869,,,,
SN002566,"variety of ‘huitina’, a plant species with several fleshy stalks that grow up to 1m in height, each with a single large, roughly triangular leaf. This variety has elongated, edible starchy tubers that reach about 15cm in length and 4cm in diameter, with yellow flesh and a thin soft skin; it is distinguished from the otherwise very similar <[ikijáani](LX000602)> variety by having a red tip, which is reportedly the inspiration for the name of this variety",LX001870,,,Xanthosoma sp,
SN002567,"‘huitina’, plant species (variety of)",LX001871,,,,
SN002568,"Rufescent Tiger-Heron, species of heron that stands up to 75cm tall with a long, narrow bill, a relatively stout reddish brown neck, and pale stripe running down the front; it produces a low grunting call that is said to be reminiscent of sounds produced by jaguars and pumas",LX001872,,,Tigrisoma lineatum,
SN002569,"‘tigre raya’, species of stingray that can reach 1.5m in diameter, brown in color, and covered with roughly circular markings some 5cm across, from which comes its name",LX001873,,,Potamotrygon motoro,
SN002570,"species of ‘chimicua’-type tree that reaches some 50cm in diameter and is best known for its lobed fruits, tan when ripe, which measure some 10cm in diameter, and resemble the feet of jaguars. These sweet fruits are covered with fine hairs, which irritate the lips and cause them to split and peel if they fruits are eaten without peeling, as when people suck the flesh out of them. Formerly eaten in large quantities, but now rarely consumed, Iquitos would fell the trees to harvest the fruit once they were especially tall. The wood is sometimes used for planks, but is deprecated for the ease with which weevils invade it",LX001874,,,Pseudolmedia sp,
SN002571,wild cats (plural),LX001875,,,,
SN002572,dogs (plural),LX001875,,,,
SN002573,"‘Puma Quebrada’, a small creek located approximately an hour upriver of the community of San Antonio, on the same side of the river",LX001876,,,,
SN002574,return or give back something that has been borrowed from someone or taken from a place,LX001877,,The object denotes or indexes the thing being returned,,
SN002575,"‘tambo’, temporary shelter, typically made of palm leaves, for overnight stays in the forest or on river banks during hunting or fishing trips",LX001878,,,,
SN002576,"species of ‘chimicua’-type tree with a very straight trunk that reaches some 30cm in diameter. It is harvested and sold commercially for roof poles, but is not used very much locally due to its tendency to become infested by weevils. This species produces small, sweet, red fruits that are similar to those of <[kɨraájuuna](LX001469)>, with very thin skins, but of somewhat smaller diameter (2cm) and more elongated (5cm)",LX001879,,,Pseudolmedia sp,
SN002577,construct a ‘tambo’ or temporary shelter,LX001880,,,,
SN002578,return to a location,LX001881,,"All speakers exhibit a root allomorph <mɨyíki> in the imperfective (note the irregular change in the penultimate root vowel), additionally exhibiting variable realization of the root as <mɨyíkɨ> in non-imperfective contexts",,
SN002579,variety of Peach Palm,LX001882,,,,
SN002580,general term for hummingbirds,LX001883,,,,
SN002581,"species of bush found in ‘purmas’, forest edges, and along paths. Its distinctive flowers, which are red with blue interiors, stand upright and tend to fill with water; this water was traditionally used to treat ear aches",LX001884,,,Palicourea elata,
SN002582,"‘añuje avispa’, a large, aggressive wasp species measuring 2.5-3cm in length and dark red in color. It builds its nests in fallen logs and is known to attack in large numbers those that approach their nest",LX001885,,,,
SN002583,"‘chacruna’, general term for all varieties of this species of plant, which produces glossy, broad leaves leaves emerging from a single stalk. These plants were traditionally cultivated in marshy areas near creeks for the preparation of <[aákuta](LX000465)> (‘ayahuasca’), and many varieties were cultivated, each of which was reported to induce visions of different kinds",LX001886,,,Psychotria viridis,
SN002584,soot,LX001887,,This noun is homophonous with the regular abstract quality nominalization ‘blackness’,,
SN002585,"black, and extremely dark shades of other colors such as green and brown",LX001888,,,,
SN002586,"species of ‘zúngaro’-type catfish that reaches 1.5m in length; black, with a slightly paler belly, it is prized for having a lot of body fat, and soft, tasty flesh. This species is known for being a very strong fish that requires much effort to bring to shore",LX001889,,,,
SN002587,"‘sarna negra’, skin malady, probably a form of ringworm, that appears as itchy red rings on the skin which gradually grow in size and then turn black",LX001890,,,,
SN002588,"‘lagarto negro’, the largest species of caiman, reaching up to 4m in length, predominantly black in color. Once relatively numerous in large rivers in Iquito territory, and feared for their great strength and aggressiveness, they are now relatively rarely seen, probably as a result of both the trade in caiman hides during the 1950s and overfishing of the lakes and rivers on which they rely for food",LX001891,,,Caiman niger,
SN002589,"singe fur off skin of game animal, typically in preparation for cooking it",LX001892,,,,
SN002590,"kinship term of uncertain reference; now considered archaic, possibly a dialectal form for ‘cousin’",LX001893,,,,
SN002591,"father of <[Saáraku](LX002816)>, the much feared Iquito shaman; born in the mid-19th century, he died in approximately 1920",LX001894,,,,
SN002592,"Brown Capuchin, a numerous and frequently-hunted species of monkey in Iquito territory, noted for its playful and mischievous nature",LX001895,,,Cebus apella,
SN002593,"Fasciated Antshrike, species of dark-colored bird some 18cm in length with white transverse stripes all over its body, somewhat more densely on its underparts. Its distinctive call is said to be reminiscent of the call of the <[mɨɨnɨɨ](LX001895)>, Brown Capuchin Monkey",LX001896,,,Cymbilaimus lineatus,
SN002594,"tolerate, withstand, endure something uncomfortable, physically or emotionally painful, or physically demanding",LX001897,,,,
SN002595,"thrush, malady common to children, in which white spots appear in the mouth",LX001898,,,,
SN002596,frog species,LX001899,,,,
